구,법정동,단지명,면적,매매가,2개월전,2개월평균,최근거래,최근일자,괴리율,추세,전세평균,전세범위,매매건수,전세건수,준공,연식,여의도,청계산,독립문,통근가중,KB전세가율,할인율,갭,갭대출,갭필요현금,실거주대출,실거주필요현금,주상복합,총점_갭,총점_실거주,총점_전월세,S1,S2,S3,S4,S5,S6,S7,S8
영등포구,양평동4가,성원,84㎡,12.74,,12.74,13.0,02.20,,4.2,6.13,5.2~6.5,2,5,1993,33,12,45,44,31.8,47.5,4.9,6.61,,7.03,6.0,7.16,False,66.0,65.5,57.0,8,10,3,7,4,5,6,4
영등포구,문래동5가,문래대림,59㎡,7.71,,7.71,7.9,03.04,,5.1,4.6,3.9~4.8,2,7,2000,26,26,55,46,43.4,47.5,31.8,3.11,0.8,2.49,5.4,2.49,False,56.0,58.5,50.0,8,4,3,5,4,5,10,4
영등포구,영등포동7가,아크로타워스퀘어,84㎡,20.35,,20.35,21.0,02.14,,6.6,8.81,7.3~10.3,2,21,2017,9,9,47,36,31.8,47.5,-52.0,11.54,,12.21,6.0,15.02,False,67.0,67.5,60.0,8,10,3,7,4,9,4,4
영등포구,문래동3가,문래자이,84㎡,17.25,,17.25,16.5,02.13,,-8.3,8.04,7.5~9.0,2,6,2001,25,18,42,40,32.4,47.5,-28.8,9.21,,9.78,6.0,11.82,False,47.0,48.5,50.0,2,10,3,7,4,5,4,4
영등포구,양평동1가,영등포중흥에스클래스,59㎡,13.95,,13.95,13.4,02.14,,-7.6,,6.7~6.7,2,1,2021,5,15,53,42,37.8,47.5,-23.3,,,,6.0,8.41,False,46.5,48.5,49.0,2,10,3,5,4,10,4,4
영등포구,양평동2가,삼성래미안,84㎡,11.82,,11.82,11.9,02.11,,1.3,,,2,0,1998,28,14,52,41,36.8,47.5,11.7,,,,6.0,6.21,False,55.0,55.5,49.0,6,8,3,5,4,5,8,4
영등포구,문래동3가,문래우정,84㎡,11.12,,11.12,10.8,02.11,,-5.7,,,2,0,1998,28,18,42,40,32.4,47.5,17.0,,,,6.0,5.49,False,47.0,52.5,52.0,2,8,3,7,4,5,10,4
영등포구,당산동4가,한강아파트,59㎡,12.22,,12.22,12.75,03.12,,2.7,,5.4~5.4,3,1,1999,27,19,47,41,35.8,47.5,-8.0,,,,6.0,6.62,False,59.0,58.5,54.0,6,10,3,7,4,5,4,4
동작구,사당동,사당우성3,59㎡,15.18,15.6,15.18,15.18,01.24,-2.7,-2.7,5.15,5.0~5.3,2,2,1993,33,29,30,42,29.6,47.8,-13.2,10.03,0.85,9.68,6.0,9.68,False,48.5,51.0,53.0,2,10,3,8,4,5,4,4
동작구,신대방동,동작상떼빌,84㎡,10.83,9.37,10.83,12.15,02.10,29.7,13.4,5.92,5.5~7.0,4,4,2006,20,20,47,41,36.2,47.8,27.2,4.91,0.08,5.19,6.0,5.19,False,71.5,71.5,58.0,10,8,6,5,4,6,10,4
동작구,사당동,극동(105),59㎡,15.27,,15.27,15.2,03.12,,2.2,4.87,4.5~5.5,5,6,1993,33,29,30,42,29.6,47.8,-13.9,10.4,1.13,9.77,6.0,9.77,False,63.5,64.0,60.0,6,10,6,8,4,5,4,4
동작구,노량진동,쌍용예가,59㎡,14.9,,14.9,13.8,02.12,,-13.7,6.02,5.7~6.2,2,3,2010,16,14,39,28,29.0,47.8,-11.1,8.88,,9.37,6.0,9.39,False,50.0,54.0,57.0,2,10,3,8,6,6,4,4
동작구,노량진동,건영(103동-106동),84㎡,14.68,11.2,14.68,15.0,02.09,33.9,12.5,,5.8~5.8,4,1,1997,29,14,39,28,29.0,47.8,1.3,,,,6.0,9.16,False,77.5,78.0,68.0,10,10,6,8,6,5,6,4
동작구,상도동,포스코더샵,84㎡,18.27,,18.27,18.45,03.07,,-0.3,7.35,7.2~7.5,5,2,2007,19,31,36,48,34.0,47.8,-22.9,10.92,,11.52,6.0,12.87,False,50.5,52.5,54.0,2,10,6,7,4,6,4,4
동작구,상도동,힐스테이트 상도 프레스티지,84㎡,17.79,17.5,17.79,18.1,03.14,3.4,1.5,8.09,7.7~9.0,8,13,2013,13,31,36,48,34.0,47.8,-19.6,9.7,,10.29,6.0,12.38,False,65.0,65.5,61.0,6,10,8,7,4,7,4,4
동작구,대방동,성원,84㎡,14.63,13.45,14.63,14.7,02.24,9.3,9.1,6.95,6.4~7.5,8,2,1994,32,21,50,42,38.4,47.8,1.6,7.68,,8.16,6.0,9.11,False,71.0,68.0,57.0,9,10,8,5,4,5,6,4
동작구,대방동,대림아파트,84㎡,17.5,16.7,17.5,17.9,02.12,7.2,8.7,7.3,5.5~8.0,4,7,1993,33,21,50,42,38.4,47.8,-17.7,10.2,,10.78,6.0,12.08,False,68.0,64.0,54.0,9,10,6,5,4,5,4,4
동작구,사당동,대성유니드,84㎡,10.09,9.3,10.09,10.0,03.09,7.5,2.2,,,4,0,2009,17,29,30,42,29.6,47.8,32.1,,,,6.0,4.42,False,64.0,69.0,63.0,6,8,6,8,4,6,10,4
동작구,대방동,신일해피트리,59㎡,8.94,,8.94,8.775,02.04,,-3.6,,,2,0,2005,21,21,50,42,38.4,47.8,33.3,,,,6.0,3.23,False,41.0,45.5,45.0,2,6,3,5,4,5,10,4
동작구,사당동,사당롯데캐슬2차,84㎡,13.59,,13.59,13.7,02.21,,4.4,5.89,5.7~6.1,4,2,2004,22,29,30,42,29.6,47.8,8.6,7.7,0.11,8.04,6.0,8.04,False,71.5,73.0,64.0,8,10,6,8,4,5,8,4
동작구,사당동,래미안로이파크,84㎡,22.05,,22.05,22.25,03.06,,4.3,9.68,8.6~10.5,5,12,2018,8,29,30,42,29.6,47.8,-48.3,12.37,,13.1,6.0,16.78,False,71.5,73.0,66.0,8,10,6,8,4,9,4,4
동작구,상도동,상도효성해링턴플레이스,84㎡,16.6,16.8,16.6,16.6,02.07,-1.2,-1.2,6.85,4.5~8.3,2,4,2016,10,31,36,48,34.0,47.8,-11.6,9.75,,10.3,6.0,11.15,False,49.0,52.5,54.0,2,10,3,7,4,9,4,4
동작구,동작동,이수교신동아아파트,84㎡,9.36,9.8,9.36,9.36,02.28,-4.5,-4.5,,,2,0,2001,25,23,40,47,33.2,47.8,37.0,,,,6.0,3.67,False,44.0,50.5,51.0,2,6,3,7,4,5,10,4
동작구,사당동,경남아너스빌1차,59㎡,9.5,9.5,9.5,9.5,02.28,0.0,0.0,5.25,5.2~5.3,2,2,1997,29,29,30,42,29.6,47.8,29.2,4.25,0.75,3.81,6.0,3.81,False,51.5,58.0,56.0,4,6,3,8,4,5,10,4
동작구,노량진동,우성,59㎡,13.23,,13.23,13.3,02.04,,1.1,4.96,4.3~5.5,2,5,1997,29,14,39,28,29.0,47.8,1.3,8.27,1.04,7.67,6.0,7.67,False,62.5,65.0,61.0,6,10,3,8,6,5,6,4
동작구,사당동,이수역리가,84㎡,18.17,17.4,18.17,17.6,03.03,1.1,2.1,7.93,7.4~8.5,5,9,2013,13,29,30,42,29.6,47.8,-22.2,10.24,,10.84,6.0,12.77,False,64.5,66.0,62.0,6,10,6,8,4,7,4,4
동작구,신대방동,우성1차,84㎡,13.35,13.4,13.35,13.35,01.31,-0.4,-0.4,5.41,4.7~6.0,2,8,1988,38,20,47,41,36.2,47.8,10.2,7.94,0.59,7.79,6.0,7.79,False,47.0,49.5,48.0,2,10,3,5,4,7,8,4
동작구,사당동,경남아너스빌1차,84㎡,11.1,,11.1,11.9,02.07,,15.5,,6.9~6.9,2,1,1997,29,29,30,42,29.6,47.8,25.3,,,,6.0,5.47,False,72.5,75.0,63.0,10,8,3,8,4,5,10,4
동작구,사당동,대림(169-8),59㎡,15.1,,15.1,15.2,02.20,,1.3,,4.7~4.7,2,1,1990,36,29,30,42,29.6,47.8,-12.6,,,,6.0,9.6,False,61.5,63.0,59.0,6,10,3,8,4,7,4,4
동작구,사당동,사당휴먼시아,84㎡,11.43,,11.43,11.0,03.04,,-1.0,5.94,5.2~6.6,3,8,2009,17,29,30,42,29.6,47.8,23.1,5.49,0.06,5.81,6.0,5.81,False,49.0,56.0,56.0,2,8,3,8,4,6,10,4
동작구,신대방동,현대,84㎡,11.85,11.05,11.85,11.25,02.03,1.8,7.2,5.92,3.4~6.5,3,10,1996,30,20,47,41,36.2,47.8,20.3,5.93,0.08,6.24,6.0,6.24,False,65.0,65.0,53.0,9,8,3,5,4,5,10,4
동작구,노량진동,신동아리버파크,84㎡,15.66,15.5,15.66,16.15,02.07,4.2,2.0,6.11,5.4~6.5,8,9,2001,25,14,39,28,29.0,47.8,-5.3,9.55,,10.07,6.0,10.18,False,66.5,68.0,65.0,6,10,8,8,6,5,4,4
동작구,사당동,극동(105),84㎡,15.14,,15.14,16.25,03.13,,-9.6,,,4,0,1993,33,29,30,42,29.6,47.8,-1.8,,,,6.0,9.64,False,51.5,54.0,56.0,2,10,6,8,4,5,4,4
동작구,신대방동,롯데낙천대,84㎡,13.0,12.6,13.0,13.0,01.29,3.2,3.2,6.34,5.7~7.0,2,6,2003,23,20,47,41,36.2,47.8,12.6,6.66,,7.09,6.0,7.43,False,58.0,57.5,50.0,6,10,3,5,4,5,8,4
동작구,흑석동,흑석동양아파트,84㎡,14.82,,14.82,15.1,03.11,,2.2,6.53,6.0~7.0,3,6,2003,23,13,30,37,23.2,47.8,0.3,8.29,,8.78,6.0,9.31,False,63.0,65.5,61.0,6,10,3,9,4,5,6,4
동작구,본동,한신휴플러스,84㎡,14.65,,14.65,14.35,02.05,,-4.0,,5.8~5.8,2,1,2004,22,22,35,38,29.8,47.8,1.5,,,,6.0,9.13,False,49.5,53.0,54.0,2,10,3,8,4,5,6,4
동작구,사당동,신동아4,59㎡,15.2,,15.2,15.4,02.14,,2.7,5.21,4.0~6.0,2,7,1993,33,29,30,42,29.6,47.8,-13.4,9.99,0.79,9.7,6.0,9.7,False,60.5,61.0,57.0,6,10,3,8,4,5,4,4
동작구,상도동,힐스테이트 상도 센트럴파크,59㎡,17.2,15.9,17.2,17.2,01.29,8.2,8.2,7.33,7.0~7.5,2,5,2012,14,31,36,48,34.0,47.8,-28.3,9.87,,10.44,6.0,11.77,False,69.0,68.0,59.0,9,10,3,7,4,7,4,4
동작구,상도동,e편한세상상도노빌리티,59㎡,18.95,19.2,18.95,18.95,01.29,-1.3,-1.3,7.3,6.1~8.0,2,6,2018,8,31,36,48,34.0,47.8,-41.3,11.65,,12.28,6.0,13.58,False,49.0,52.5,54.0,2,10,3,7,4,9,4,4
동작구,흑석동,흑석리버파크자이,59㎡,22.88,22.0,22.88,22.88,02.07,4.0,4.0,,8.3~8.3,2,1,2025,1,13,30,37,23.2,47.8,-70.6,,,,6.0,17.63,False,70.5,73.5,67.0,8,10,3,9,4,10,4,4
동작구,신대방동,보라매자이더포레스트,59㎡,15.56,15.0,15.56,16.0,02.11,6.7,4.5,6.97,6.1~8.0,7,27,2021,5,20,47,41,36.2,47.8,-16.0,8.59,,9.1,6.0,10.07,False,67.5,66.5,58.0,8,10,6,5,4,10,4,4
동작구,대방동,경남아너스빌,84㎡,14.77,,14.77,14.95,02.10,,2.4,,8.3~8.3,2,1,2006,20,21,50,42,38.4,47.8,0.7,,,,6.0,9.26,False,57.5,56.5,50.0,6,10,3,5,4,6,6,4
동작구,본동,삼성래미안,59㎡,14.4,14.1,14.4,14.5,02.05,2.8,2.1,,,3,0,2004,22,22,35,38,29.8,47.8,-7.4,,,,6.0,8.88,False,60.5,61.0,57.0,6,10,3,8,4,5,4,4
동작구,흑석동,흑석리버파크자이,84㎡,18.61,24.9,18.61,18.61,01.26,-25.3,-15.4,9.31,3.1~11.0,3,19,2025,1,13,30,37,23.2,47.8,-25.2,9.3,,9.91,6.0,13.22,False,52.5,58.5,61.0,2,10,3,9,4,10,4,4
동작구,흑석동,흑석한강센트레빌Ⅱ,84㎡,21.95,,21.95,21.0,02.21,,-8.3,7.27,2.6~8.8,2,10,2012,14,13,30,37,23.2,47.8,-47.6,14.68,,15.4,6.0,16.67,False,51.0,55.5,58.0,2,10,3,9,4,7,4,4
동작구,흑석동,흑석한강센트레빌,84㎡,24.35,23.7,24.35,24.7,02.04,4.2,2.7,9.19,7.9~12.0,3,14,2011,15,13,30,37,23.2,47.8,-63.8,15.16,,15.96,6.0,19.15,False,63.0,65.5,62.0,6,10,3,9,4,7,4,4
동작구,흑석동,흑석동양아파트,59㎡,13.45,12.8,13.45,13.7,02.16,7.0,5.1,,6.0~6.0,3,1,2003,23,13,30,37,23.2,47.8,-0.3,,,,6.0,7.89,False,68.0,68.5,62.0,8,10,3,9,4,5,4,4
동작구,신대방동,롯데낙천대,59㎡,11.23,10.5,11.23,11.7,03.04,11.4,8.1,5.24,4.7~5.6,7,5,2003,23,20,47,41,36.2,47.8,16.2,5.99,0.76,5.6,6.0,5.6,False,68.0,68.0,56.0,9,8,6,5,4,5,10,4
동작구,상도동,포스코더샵,59㎡,16.0,16.0,,16.0,01.16,0.0,0.0,6.65,6.3~7.0,2,8,2007,19,31,36,48,34.0,47.8,-19.3,9.35,,9.88,6.0,10.53,False,53.5,54.5,53.0,4,10,3,7,4,6,4,4
동작구,대방동,대방동현대,84㎡,13.78,,13.78,13.5,02.26,,3.5,6.73,5.2~8.3,5,4,1994,32,21,50,42,38.4,47.8,7.3,7.05,,7.5,6.0,8.23,False,61.0,60.5,53.0,6,10,6,5,4,5,8,4
동작구,사당동,사당롯데캐슬골든포레,59㎡,14.7,15.3,14.7,14.7,01.23,-3.9,7.9,6.6,5.7~7.1,4,14,2021,5,29,30,42,29.6,47.8,-9.6,8.1,,8.59,6.0,9.19,False,75.0,76.5,68.0,9,10,6,8,4,10,4,4
동작구,사당동,르메이에르,59㎡,7.0,7.13,7.0,7.0,02.28,-1.8,-3.2,,,3,0,2001,25,29,30,42,29.6,47.8,47.8,,,,4.9,2.23,False,42.5,51.0,53.0,2,4,3,8,4,5,10,4
동작구,상도동,아이파크,84㎡,15.47,14.85,15.47,15.47,02.19,4.2,2.1,6.2,5.2~7.0,4,8,2004,22,31,36,48,34.0,47.8,-4.0,9.27,,9.78,6.0,9.98,False,62.0,61.5,57.0,6,10,6,7,4,5,4,4
동작구,상도동,쌍용스윗닷홈,84㎡,13.12,13.0,13.12,13.3,02.23,2.3,1.0,6.6,6.5~6.8,3,3,2003,23,31,36,48,34.0,47.8,11.8,6.52,,6.95,6.0,7.55,False,61.0,62.5,56.0,6,10,3,7,4,5,8,4
동작구,사당동,두산위브트레지움,84㎡,20.35,19.8,20.35,21.3,02.14,7.6,2.8,9.04,8.0~10.0,3,7,2011,15,29,30,42,29.6,47.8,-36.9,11.31,,11.98,6.0,15.02,False,61.5,63.0,59.0,6,10,3,8,4,7,4,4
동작구,신대방동,경남교수,84㎡,11.9,11.9,,11.9,01.19,0.0,-0.8,,6.7~6.7,2,1,2001,25,20,47,41,36.2,47.8,20.0,,,,6.0,6.29,False,44.0,47.5,46.0,2,8,3,5,4,5,10,4
동작구,신대방동,보라매자이더포레스트,84㎡,19.0,17.0,19.0,19.0,03.03,11.8,11.8,9.04,8.3~9.9,2,5,2021,5,20,47,41,36.2,47.8,-27.8,9.96,,10.59,6.0,13.63,False,70.5,68.5,57.0,10,10,3,5,4,10,4,4
동작구,사당동,삼성래미안,84㎡,14.5,14.0,14.5,14.5,02.09,3.6,-2.4,6.36,6.1~6.5,3,5,2003,23,29,30,42,29.6,47.8,2.5,8.14,,8.62,6.0,8.98,False,49.5,53.0,54.0,2,10,3,8,4,5,6,4
동작구,상도동,중앙하이츠빌,84㎡,14.25,13.83,14.25,14.0,02.19,1.2,3.0,6.91,6.5~7.3,3,7,2003,23,31,36,48,34.0,47.8,4.2,7.34,,7.81,6.0,8.72,False,60.0,60.5,55.0,6,10,3,7,4,5,6,4
동작구,사당동,사당롯데캐슬골든포레,84㎡,16.67,16.35,16.67,16.8,02.20,2.8,2.0,7.82,6.8~8.4,4,19,2021,5,29,30,42,29.6,47.8,-12.1,8.85,,9.4,6.0,11.22,False,66.0,69.0,65.0,6,10,6,8,4,10,4,4
동작구,대방동,대방동현대,59㎡,12.6,11.8,12.6,12.6,02.07,6.8,6.8,4.9,4.8~5.0,2,2,1994,32,21,50,42,38.4,47.8,6.0,7.7,1.1,7.02,6.0,7.02,False,64.0,62.5,52.0,8,10,3,5,4,5,8,4
동작구,동작동,이수힐스테이트,84㎡,20.9,20.9,,20.9,01.08,0.0,-5.9,6.4,4.7~9.5,2,3,2013,13,23,40,47,33.2,47.8,-40.6,14.5,,15.19,6.0,15.59,False,48.0,50.5,52.0,2,10,3,7,4,7,4,4
동작구,대방동,대림아파트,59㎡,14.6,14.2,14.6,14.7,02.20,3.5,4.1,5.46,4.5~6.0,5,15,1993,33,21,50,42,38.4,47.8,-8.9,9.14,0.54,9.08,6.0,9.08,False,65.0,61.5,53.0,8,10,6,5,4,5,4,4
동작구,사당동,삼성래미안,59㎡,14.47,13.5,14.47,14.47,02.21,7.2,7.2,,5.2~5.2,2,1,2003,23,29,30,42,29.6,47.8,-7.9,,,,6.0,8.95,False,69.5,68.5,60.0,9,10,3,8,4,5,4,4
동작구,대방동,대방1차e-편한세상,84㎡,17.29,15.5,17.29,17.29,02.13,11.5,11.5,7.8,7.7~7.9,2,2,2003,23,21,50,42,38.4,47.8,-16.3,9.49,,10.06,6.0,11.86,False,68.0,63.5,52.0,10,10,3,5,4,5,4,4
동작구,본동,경동윈츠리버,59㎡,10.3,10.3,,10.3,01.11,0.0,-16.6,5.18,4.7~5.7,2,10,2004,22,22,35,38,29.8,47.8,23.2,5.12,0.82,4.64,6.0,4.64,False,48.5,55.0,55.0,2,8,3,8,4,5,10,4
동작구,흑석동,우리유앤미,59㎡,11.65,11.45,11.65,11.65,02.19,1.7,1.7,,4.4~4.4,2,1,2003,23,13,30,37,23.2,47.8,13.1,,,,6.0,6.03,False,61.0,65.5,61.0,6,8,3,9,4,5,8,4
동작구,신대방동,보라매파크빌,84㎡,13.15,12.85,13.15,12.3,02.21,-4.3,1.5,7.55,6.8~8.5,5,9,2002,24,20,47,41,36.2,47.8,11.6,5.6,,6.03,6.0,7.58,False,61.0,60.5,53.0,6,10,6,5,4,5,8,4
동작구,사당동,경남아너스빌2차,84㎡,10.0,9.45,10.0,10.0,03.02,5.8,5.8,,4.8~4.8,2,1,1998,28,29,30,42,29.6,47.8,32.7,,,,6.0,4.33,False,66.5,70.0,61.0,8,8,3,8,4,5,10,4
동작구,상도동,상도2차갑을명가,84㎡,7.25,7.15,7.25,7.25,02.07,1.4,1.4,,4.1~4.1,2,1,2006,20,31,36,48,34.0,47.8,51.2,,,,5.07,2.32,False,53.5,59.5,55.0,6,4,3,7,4,6,10,4
동작구,본동,삼성래미안,84㎡,14.2,14.85,14.2,14.2,02.26,-4.4,-4.4,7.15,6.8~7.6,2,6,2004,22,22,35,38,29.8,47.8,4.5,7.05,,7.52,6.0,8.67,False,49.5,53.0,54.0,2,10,3,8,4,5,6,4
동작구,상도동,래미안상도3차,84㎡,16.91,17.1,16.91,16.88,02.14,-1.3,-1.1,7.13,5.0~8.0,3,17,2004,22,31,36,48,34.0,47.8,-13.7,9.78,,10.34,6.0,11.47,False,47.0,48.5,50.0,2,10,3,7,4,5,4,4
동작구,신대방동,동작협성휴포레시그니처,84㎡,11.17,11.5,11.17,9.5,02.21,-17.4,-5.2,7.45,7.3~7.6,5,3,2022,4,20,47,41,36.2,47.8,24.9,3.72,,4.09,6.0,5.54,False,49.5,55.5,54.0,2,8,6,5,4,10,10,4
동작구,노량진동,신동아리버파크,59㎡,14.49,,14.49,14.5,02.21,,-0.1,5.08,4.2~5.7,6,8,2001,25,14,39,28,29.0,47.8,-8.1,9.41,0.92,8.97,6.0,8.97,False,52.5,56.0,59.0,2,10,6,8,6,5,4,4
동작구,상도동,현대(관악),84㎡,11.01,,11.01,10.7,02.20,,3.5,4.81,4.1~5.3,4,7,1992,34,31,36,48,34.0,47.8,26.0,6.2,1.19,5.37,6.0,5.37,False,62.0,65.5,59.0,6,8,6,7,4,5,10,4
동작구,사당동,사당자이,59㎡,11.75,,11.75,12.15,02.28,,11.7,5.12,4.8~5.5,3,11,1999,27,29,30,42,29.6,47.8,12.4,6.63,0.88,6.14,6.0,6.14,False,71.5,73.0,62.0,10,8,3,8,4,5,8,4
동작구,신대방동,한성아파트,84㎡,12.05,,12.05,12.1,02.26,,0.8,6.14,6.1~6.2,2,2,1995,31,20,47,41,36.2,47.8,19.0,5.91,,6.31,6.0,6.45,False,53.0,54.5,49.0,4,10,3,5,4,5,10,4
동작구,상도동,힐스테이트 상도 센트럴파크,84㎡,19.0,,19.0,19.0,03.05,,0.0,8.37,7.5~9.0,2,24,2012,14,31,36,48,34.0,47.8,-27.8,10.63,,11.26,6.0,13.63,False,54.0,55.5,54.0,4,10,3,7,4,7,4,4
동작구,상도동,상도동삼호아파트,84㎡,10.92,,10.92,11.4,03.07,,3.4,,5.2~5.2,5,1,1994,32,31,36,48,34.0,47.8,26.6,,,,6.0,5.28,False,62.0,65.5,59.0,6,8,6,7,4,5,10,4
동작구,사당동,이너스내안애,84㎡,10.4,,10.4,10.45,03.04,,1.0,,6.7~6.7,2,1,2012,14,29,30,42,29.6,47.8,30.1,,,,6.0,4.74,False,61.5,67.0,61.0,6,8,3,8,4,7,10,4
동작구,상도동,상도현대,59㎡,7.81,,7.81,7.55,02.21,,-1.5,,,3,0,2003,23,31,36,48,34.0,47.8,41.8,,,,5.47,2.53,False,41.0,48.5,50.0,2,4,3,7,4,5,10,4
동작구,사당동,삼호그린,59㎡,7.83,,7.83,8.25,02.10,,11.5,,5.0~5.0,2,1,1999,27,29,30,42,29.6,47.8,41.6,,,,5.48,2.54,False,66.5,71.0,61.0,10,4,3,8,4,5,10,4
동작구,사당동,대림(169-8),84㎡,17.35,,17.35,17.2,02.07,,-1.7,5.79,5.0~6.5,2,17,1990,36,29,30,42,29.6,47.8,-16.7,11.56,0.21,11.92,6.0,11.92,False,49.5,53.0,55.0,2,10,3,8,4,7,4,4
관악구,봉천동,관악드림(동아),84㎡,11.84,11.65,11.84,12.0,02.21,3.0,1.5,5.67,3.5~6.5,10,9,2003,23,33,29,49,30.6,57.2,-20.9,6.17,0.33,6.23,6.0,6.23,False,67.0,61.5,64.0,6,8,8,7,4,5,4,8
관악구,봉천동,보라매삼성,84㎡,10.32,10.65,10.32,6.674,03.18,-37.3,-3.9,5.89,5.2~6.2,11,8,1996,30,33,29,49,30.6,57.2,-5.4,4.43,0.11,4.66,6.0,4.66,False,55.0,51.5,60.0,2,8,8,7,4,5,4,8
관악구,신림동,신림현대,84㎡,7.73,7.7,7.73,7.83,03.15,1.7,2.4,4.21,4.0~4.5,8,5,1993,33,31,58,52,47.2,57.2,21.1,3.52,1.2,2.5,5.41,2.5,False,58.0,53.5,53.0,6,4,8,3,4,5,10,8
관악구,봉천동,관악푸르지오,59㎡,10.69,9.1,10.69,11.0,03.07,20.9,9.9,4.64,3.5~5.5,12,32,2004,22,33,29,49,30.6,57.2,-38.9,6.05,1.36,5.04,6.0,5.04,False,76.0,69.0,67.0,9,8,8,7,4,5,4,8
관악구,봉천동,두산,84㎡,12.3,12.39,12.3,12.3,01.24,-0.7,3.7,6.26,5.1~6.7,3,5,2000,26,33,29,49,30.6,57.2,-25.6,6.04,,6.45,6.0,6.71,False,65.0,58.5,60.0,6,10,3,7,4,5,4,8
관악구,봉천동,봉천우성,84㎡,10.76,10.62,10.76,9.3,03.05,-12.4,7.1,5.44,4.6~6.0,10,14,2000,26,33,29,49,30.6,57.2,-9.9,5.32,0.56,5.12,6.0,5.12,False,76.0,69.0,67.0,9,8,8,7,4,5,4,8
관악구,봉천동,낙성대현대아파트,59㎡,7.5,6.5,7.5,7.5,02.13,15.4,15.4,,,2,0,1988,38,33,29,49,30.6,57.2,2.6,,,,5.25,2.42,False,70.0,66.5,64.0,10,4,3,7,4,7,6,8
관악구,봉천동,제창그로힐,84㎡,7.05,7.38,7.05,7.05,01.25,-4.5,-4.5,,,2,0,2005,21,33,29,49,30.6,57.2,28.0,,,,4.93,2.25,False,47.0,48.5,56.0,2,4,3,7,4,5,10,8
관악구,신림동,관악산휴먼시아2단지,59㎡,6.11,5.98,6.11,6.08,03.17,1.7,0.4,3.83,3.4~4.1,9,13,2008,18,31,58,52,47.2,57.2,20.6,2.28,0.45,1.91,4.28,1.91,False,52.5,49.5,52.0,4,4,8,3,4,6,10,8
관악구,신림동,국제산장,84㎡,5.0,,5.0,5.2,02.04,,8.6,3.7,3.6~3.8,2,2,1993,33,31,58,52,47.2,57.2,49.0,1.3,,1.35,3.5,1.55,False,62.0,56.0,51.0,9,4,3,3,4,5,10,8
관악구,봉천동,관악푸르지오,84㎡,12.02,11.5,12.02,12.4,03.14,7.8,8.7,5.77,4.9~6.8,12,12,2004,22,33,29,49,30.6,57.2,-22.7,6.25,0.23,6.42,6.0,6.42,False,79.0,71.0,68.0,9,10,8,7,4,5,4,8
관악구,신림동,신림푸르지오,84㎡,10.13,9.95,10.13,10.2,02.21,2.5,-3.2,6.25,6.0~6.5,9,2,2005,21,31,58,52,47.2,57.2,-3.4,3.88,,4.21,6.0,4.46,False,49.0,41.5,48.0,2,8,8,3,4,5,4,8
관악구,봉천동,e편한세상서울대입구1단지,84㎡,14.87,14.7,14.87,15.2,03.15,3.4,2.4,7.42,6.8~8.2,4,9,2019,7,33,29,49,30.6,57.2,-51.8,7.45,,7.94,6.0,9.36,False,70.0,65.5,67.0,6,10,6,7,4,9,4,8
관악구,봉천동,봉천동아,59㎡,9.68,7.9,9.68,10.9,03.12,38.0,16.6,4.58,3.8~4.9,5,4,2000,26,33,29,49,30.6,57.2,-25.8,5.1,1.42,4.0,6.0,4.0,False,74.0,67.5,65.0,10,6,6,7,4,5,4,8
관악구,봉천동,관악드림(삼성),59㎡,9.66,9.8,9.66,9.97,02.05,1.7,-2.2,5.02,4.9~5.2,4,6,2003,23,33,29,49,30.6,57.2,-25.5,4.64,0.98,3.98,6.0,3.98,False,50.0,47.5,57.0,2,6,6,7,4,5,4,8
관악구,신림동,삼성산주공(주공3단지),84㎡,5.82,6.0,5.82,5.69,03.13,-5.2,-3.0,3.71,3.6~3.8,7,2,2000,26,31,58,52,47.2,57.2,40.6,2.11,0.36,1.81,4.07,1.81,False,44.0,41.5,47.0,2,4,6,3,4,5,10,8
관악구,봉천동,현대(관악),59㎡,8.68,8.6,8.68,9.6,02.23,11.6,4.9,4.08,3.3~4.5,12,11,1992,34,33,29,49,30.6,57.2,-12.8,4.6,1.92,2.95,6.0,2.95,False,70.0,64.5,65.0,8,6,8,7,4,5,4,8
관악구,봉천동,관악동부센트레빌,59㎡,11.2,10.0,11.2,11.45,03.08,14.5,16.4,5.33,5.1~5.7,4,6,2004,22,33,29,49,30.6,57.2,-45.5,5.87,0.67,5.57,6.0,5.57,False,77.0,69.5,66.0,10,8,6,7,4,5,4,8
관악구,신림동,신림현대,59㎡,6.35,5.95,6.35,6.35,01.31,6.7,6.7,3.45,3.1~3.8,2,4,1993,33,31,58,52,47.2,57.2,17.5,2.9,0.99,1.99,4.44,1.99,False,59.0,53.5,50.0,8,4,3,3,4,5,10,8
관악구,봉천동,봉천동아,84㎡,10.15,10.15,,10.15,01.16,0.0,6.6,5.52,4.4~6.3,3,7,2000,26,33,29,49,30.6,57.2,-3.6,4.63,0.48,4.48,6.0,4.49,False,68.0,61.5,61.0,8,8,3,7,4,5,4,8
관악구,봉천동,관악파크푸르지오,59㎡,8.55,9.14,8.55,8.35,02.07,-8.6,-4.4,,5.3~5.3,4,1,2014,12,33,29,49,30.6,57.2,-11.1,,,,5.99,2.82,False,51.0,49.5,59.0,2,6,6,7,4,7,4,8
